,id1,id2,G,H,I,T,E,B,S,C, ,num_if_res
32,2FYU_D,2FYU_G,0.02857142857142857,0.22857142857142856,0.0,0.02857142857142857,0.34285714285714286,0.0,0.14285714285714285,0,0.22857142857142856,35
33,2FYU_D,2FYU_J,0.0,0.5555555555555556,0.0,0.1388888888888889,0.0,0.0,0.1388888888888889,0,0.16666666666666666,36
34,2FYU_C,2FYU_D,0.05357142857142857,0.625,0.0,0.19642857142857142,0.017857142857142856,0.0,0.08928571428571429,0,0.017857142857142856,56
35,2FYU_C,2FYU_E,0.03278688524590164,0.3114754098360656,0.0,0.16393442622950818,0.01639344262295082,0.0,0.2459016393442623,0,0.22950819672131148,61
36,2FYU_C,2FYU_F,0.11764705882352941,0.3333333333333333,0.0,0.17647058823529413,0.0196078431372549,0.0,0.09803921568627451,0,0.2549019607843137,51
37,2FYU_I,2FYU_A,0.0,0.3484848484848485,0.0,0.045454545454545456,0.13636363636363635,0.015151515151515152,0.19696969696969696,0,0.25757575757575757,66
38,2FYU_C,2FYU_G,0.0,0.5961538461538461,0.019230769230769232,0.09615384615384616,0.057692307692307696,0.0,0.057692307692307696,0,0.17307692307692307,52
39,2FYU_J,2FYU_K,0.0,0.84,0.0,0.0,0.0,0.0,0.08,0,0.08,25
40,2FYU_C,2FYU_A,0.0,0.6,0.0,0.0,0.13333333333333333,0.0,0.0,0,0.26666666666666666,15
41,2FYU_A,2FYU_K,0.0,0.7647058823529411,0.0,0.058823529411764705,0.0,0.0,0.0,0,0.17647058823529413,17
42,2FYU_A,2FYU_G,0.07317073170731707,0.12195121951219512,0.0,0.1951219512195122,0.36585365853658536,0.0,0.07317073170731707,0,0.17073170731707318,41
43,2FYU_F,2FYU_G,0.0,0.47058823529411764,0.0,0.058823529411764705,0.17647058823529413,0.0,0.0,0,0.29411764705882354,17
44,3L75_E,3L75_D,0.02631578947368421,0.5263157894736842,0.0,0.15789473684210525,0.02631578947368421,0.02631578947368421,0.02631578947368421,0,0.21052631578947367,38
45,3L75_E,3L75_J,0.0,0.8387096774193549,0.12903225806451613,0.0,0.0,0.0,0.0,0,0.03225806451612903,31
46,3L75_Q,3L75_S,0.0,0.7333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0,0.13333333333333333,15
47,1JB0_D,1JB0_C,0.05194805194805195,0.1038961038961039,0.0,0.19480519480519481,0.24675324675324675,0.0,0.15584415584415584,0,0.24675324675324675,77
48,1JB0_J,1JB0_F,0.02631578947368421,0.39473684210526316,0.0,0.13157894736842105,0.0,0.10526315789473684,0.13157894736842105,0,0.21052631578947367,38
49,1JB0_A,1JB0_C,0.0,0.038461538461538464,0.0,0.3076923076923077,0.0,0.0,0.15384615384615385,0,0.5,26
50,1JB0_D,1JB0_L,0.04,0.04,0.0,0.2,0.24,0.16,0.04,0,0.28,25
51,1JB0_A,1JB0_D,0.06976744186046512,0.2558139534883721,0.046511627906976744,0.18604651162790697,0.13953488372093023,0.023255813953488372,0.20930232558139536,0,0.06976744186046512,43
52,1JB0_E,1JB0_C,0.0,0.03333333333333333,0.0,0.23333333333333334,0.06666666666666667,0.0,0.3,0,0.36666666666666664,30
53,1JB0_A,1JB0_E,0.06896551724137931,0.27586206896551724,0.0,0.10344827586206896,0.0,0.06896551724137931,0.1724137931034483,0,0.3103448275862069,29
54,1JB0_A,1JB0_F,0.044444444444444446,0.26666666666666666,0.022222222222222223,0.17777777777777778,0.0,0.022222222222222223,0.17777777777777778,0,0.28888888888888886,45
55,2J3T_A,2J3T_C,0.0,0.28125,0.15625,0.25,0.0,0.0,0.03125,0,0.28125,32
56,2Y69_N,2Y69_S,0.1016949152542373,0.03389830508474576,0.0,0.13559322033898305,0.288135593220339,0.0,0.11864406779661017,0,0.3220338983050847,59
57,2Y69_E,2Y69_I,0.0,0.3076923076923077,0.0,0.11538461538461539,0.0,0.07692307692307693,0.038461538461538464,0,0.46153846153846156,26
58,2Y69_B,2Y69_I,0.0,0.6153846153846154,0.0,0.046153846153846156,0.07692307692307693,0.0,0.07692307692307693,0,0.18461538461538463,65
59,2Y69_E,2Y69_D,0.034482758620689655,0.4482758620689655,0.0,0.25862068965517243,0.0,0.0,0.05172413793103448,0,0.20689655172413793,58
60,2Y69_B,2Y69_E,0.0,0.1875,0.0,0.25,0.0,0.0,0.25,0,0.3125,16
61,2Y69_O,2Y69_U,0.0,0.18181818181818182,0.0,0.022727272727272728,0.29545454545454547,0.022727272727272728,0.1590909090909091,0,0.3181818181818182,44
62,2Y69_M,2Y69_L,0.0,0.84375,0.0,0.0625,0.0,0.0,0.0625,0,0.03125,32
63,2Y69_A,2Y69_M,0.0,0.5208333333333334,0.0,0.020833333333333332,0.10416666666666667,0.020833333333333332,0.10416666666666667,0,0.22916666666666666,48
64,2Y69_C,2Y69_G,0.023809523809523808,0.4642857142857143,0.03571428571428571,0.14285714285714285,0.0,0.011904761904761904,0.10714285714285714,0,0.21428571428571427,84
65,2Y69_A,2Y69_D,0.06349206349206349,0.4444444444444444,0.0,0.12698412698412698,0.047619047619047616,0.015873015873015872,0.07936507936507936,0,0.2222222222222222,63
66,2Y69_A,2Y69_B,0.047058823529411764,0.4235294117647059,0.0,0.18823529411764706,0.041176470588235294,0.011764705882352941,0.07647058823529412,0,0.21176470588235294,170
67,2Y69_B,2Y69_D,0.10256410256410256,0.15384615384615385,0.0,0.28205128205128205,0.05128205128205128,0.0,0.10256410256410256,0,0.3076923076923077,39
68,2Y69_Q,2Y69_X,0.029411764705882353,0.6470588235294118,0.0,0.04411764705882353,0.029411764705882353,0.0,0.04411764705882353,0,0.20588235294117646,68
69,2Y69_P,2Y69_S,0.0,0.3111111111111111,0.022222222222222223,0.1111111111111111,0.0,0.044444444444444446,0.08888888888888889,0,0.4222222222222222,45
70,2Y69_A,2Y69_T,0.05555555555555555,0.5,0.05555555555555555,0.05555555555555555,0.0,0.0,0.1111111111111111,0,0.2222222222222222,36
71,2Y69_N,2Y69_Y,0.0,0.6666666666666666,0.0,0.04,0.013333333333333334,0.02666666666666667,0.12,0,0.13333333333333333,75
72,2Y69_N,2Y69_P,0.036231884057971016,0.6304347826086957,0.0,0.043478260869565216,0.0,0.0,0.10869565217391304,0,0.18115942028985507,138
73,3X1L_C,3X1L_B,0.06153846153846154,0.15384615384615385,0.0,0.13846153846153847,0.36923076923076925,0.0,0.07692307692307693,0,0.2,65
74,3X1L_D,3X1L_G,0.0,0.25,0.0,0.25,0.10714285714285714,0.0,0.17857142857142858,0,0.21428571428571427,28
75,3X1L_B,3X1L_A,0.021505376344086023,0.16129032258064516,0.021505376344086023,0.10752688172043011,0.24731182795698925,0.021505376344086023,0.12903225806451613,0,0.2903225806451613,93
76,3X1L_F,3X1L_A,0.16666666666666666,0.7083333333333334,0.0,0.0,0.0,0.0,0.041666666666666664,0,0.08333333333333333,24
77,3X1L_C,3X1L_A,0.0,0.21428571428571427,0.0,0.0,0.14285714285714285,0.0,0.35714285714285715,0,0.2857142857142857,14
78,1PRT_E,1PRT_F,0.0,0.19444444444444445,0.0,0.19444444444444445,0.4166666666666667,0.0,0.05555555555555555,0,0.1388888888888889,36
79,1PRT_B,1PRT_F,0.0,0.32558139534883723,0.0,0.11627906976744186,0.46511627906976744,0.0,0.0,0,0.09302325581395349,43
80,1PRT_G,1PRT_K,0.02564102564102564,0.358974358974359,0.0,0.3333333333333333,0.1282051282051282,0.0,0.02564102564102564,0,0.1282051282051282,39
81,1PRT_G,1PRT_L,0.0,0.40625,0.0,0.1875,0.09375,0.0,0.0625,0,0.25,32
82,1PRT_B,1PRT_D,0.0,0.23880597014925373,0.0,0.1791044776119403,0.3283582089552239,0.0,0.1044776119402985,0,0.14925373134328357,67
83,4H44_B,4H44_G,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.08333333333333333,0,0.25,36
84,4H44_A,4H44_G,0.02564102564102564,0.5641025641025641,0.0,0.15384615384615385,0.0,0.0,0.0,0,0.2564102564102564,39
85,4H44_B,4H44_C,0.0,0.4090909090909091,0.030303030303030304,0.07575757575757576,0.15151515151515152,0.030303030303030304,0.09090909090909091,0,0.21212121212121213,66
86,4H44_G,4H44_F,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0,0.125,24
87,4H44_A,4H44_D,0.0,0.5882352941176471,0.0,0.23529411764705882,0.0,0.0,0.11764705882352941,0,0.058823529411764705,17
88,4H44_C,4H44_E,0.0,0.8823529411764706,0.0,0.0,0.0,0.0,0.0,0,0.11764705882352941,17
89,4H44_B,4H44_A,0.07482993197278912,0.47619047619047616,0.027210884353741496,0.12244897959183673,0.027210884353741496,0.027210884353741496,0.05442176870748299,0,0.19047619047619047,147
90,1U35_C,1U35_F,0.04,0.12,0.0,0.24,0.24,0.0,0.04,0,0.32,25
91,4GAM_I,4GAM_M,0.0,0.4444444444444444,0.0,0.2777777777777778,0.0,0.0,0.05555555555555555,0,0.2222222222222222,18
92,4GAM_L,4GAM_I,0.0,0.16666666666666666,0.0,0.2916666666666667,0.125,0.0,0.125,0,0.2916666666666667,24
93,4GAM_B,4GAM_C,0.04285714285714286,0.5,0.0,0.18571428571428572,0.0,0.014285714285714285,0.11428571428571428,0,0.14285714285714285,70
94,2WJN_L,2WJN_C,0.12048192771084337,0.26506024096385544,0.024096385542168676,0.14457831325301204,0.03614457831325301,0.024096385542168676,0.08433734939759036,0,0.30120481927710846,83
95,2WJN_L,2WJN_H,0.07865168539325842,0.1348314606741573,0.0,0.19101123595505617,0.10112359550561797,0.033707865168539325,0.1348314606741573,0,0.3258426966292135,89
96,3GE3_A,3GE3_C,0.0625,0.234375,0.0,0.140625,0.1875,0.09375,0.046875,0,0.234375,64
97,3ZIA_M,3ZIA_T,0.0,0.6666666666666666,0.0,0.19047619047619047,0.0,0.0,0.0,0,0.14285714285714285,21
98,3ZIA_A,3ZIA_G,0.32,0.52,0.0,0.0,0.0,0.04,0.0,0,0.12,25
99,3ZIA_R,3ZIA_S,0.058823529411764705,0.5098039215686274,0.0,0.0784313725490196,0.058823529411764705,0.0392156862745098,0.09803921568627451,0,0.1568627450980392,51
100,3ZIA_E,3ZIA_G,0.13793103448275862,0.5862068965517241,0.0,0.06896551724137931,0.0,0.0,0.10344827586206896,0,0.10344827586206896,29
101,3ZIA_G,3ZIA_H,0.02,0.3,0.0,0.06,0.24,0.06,0.14,0,0.18,50
102,3ZIA_G,3ZIA_I,0.03225806451612903,0.46774193548387094,0.0,0.03225806451612903,0.16129032258064516,0.016129032258064516,0.06451612903225806,0,0.22580645161290322,62
103,3ZIA_Q,3ZIA_T,0.0,0.5294117647058824,0.0,0.23529411764705882,0.0,0.0,0.058823529411764705,0,0.17647058823529413,17
104,3ZIA_D,3ZIA_J,0.022727272727272728,0.5909090909090909,0.0,0.18181818181818182,0.0,0.0,0.045454545454545456,0,0.1590909090909091,44
105,4I6M_A,4I6M_D,0.07407407407407407,0.07407407407407407,0.0,0.037037037037037035,0.3333333333333333,0.0,0.14814814814814814,0,0.3333333333333333,27
106,4I6M_A,4I6M_C,0.07692307692307693,0.5384615384615384,0.0,0.19230769230769232,0.0,0.0,0.11538461538461539,0,0.07692307692307693,26
107,4P1B_I,4P1B_A,0.046511627906976744,0.32558139534883723,0.09302325581395349,0.16279069767441862,0.023255813953488372,0.0,0.13953488372093023,0,0.20930232558139536,43
108,5LXT_A,5LXT_E,0.02702702702702703,0.28378378378378377,0.02702702702702703,0.10810810810810811,0.2972972972972973,0.013513513513513514,0.0945945945945946,0,0.14864864864864866,74
109,5LXT_A,5LXT_F,0.15555555555555556,0.2,0.0,0.2,0.044444444444444446,0.0,0.13333333333333333,0,0.26666666666666666,45
110,5T5I_C,5T5I_A,0.0,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0,0.4166666666666667,12
111,5T5I_B,5T5I_A,0.041666666666666664,0.35833333333333334,0.008333333333333333,0.08333333333333333,0.21666666666666667,0.008333333333333333,0.10833333333333334,0,0.175,120
112,5T5I_F,5T5I_B,0.15,0.0,0.0,0.2,0.0,0.0,0.25,0,0.4,20
113,5T5I_B,5T5I_G,0.05172413793103448,0.25862068965517243,0.05172413793103448,0.1724137931034483,0.1724137931034483,0.0,0.05172413793103448,0,0.2413793103448276,58
114,5T5I_B,5T5I_D,0.0364963503649635,0.29927007299270075,0.0,0.1678832116788321,0.072992700729927,0.021897810218978103,0.16058394160583941,0,0.24087591240875914,137
115,5T5I_J,5T5I_K,0.0,0.2125,0.0,0.325,0.125,0.0,0.125,0,0.2125,80
116,2WDQ_E,2WDQ_F,0.06060606060606061,0.2222222222222222,0.0,0.18181818181818182,0.030303030303030304,0.020202020202020204,0.16161616161616163,0,0.32323232323232326,99
117,2WDQ_C,2WDQ_B,0.034482758620689655,0.3275862068965517,0.0,0.08620689655172414,0.13793103448275862,0.034482758620689655,0.06896551724137931,0,0.3103448275862069,58
118,2YPA_C,2YPA_D,0.0,0.04225352112676056,0.0,0.1267605633802817,0.4647887323943662,0.0,0.08450704225352113,0,0.28169014084507044,71
119,2YPA_A,2YPA_C,0.0,0.38095238095238093,0.0,0.2857142857142857,0.047619047619047616,0.0,0.047619047619047616,0,0.23809523809523808,21
120,3MHS_A,3MHS_E,0.0738255033557047,0.22818791946308725,0.0,0.14093959731543623,0.1476510067114094,0.040268456375838924,0.10067114093959731,0,0.2684563758389262,149
121,3MHS_C,3MHS_B,0.0,0.8870967741935484,0.0,0.0,0.016129032258064516,0.016129032258064516,0.016129032258064516,0,0.06451612903225806,62
122,3MHS_A,3MHS_B,0.0,0.49056603773584906,0.0,0.1320754716981132,0.1509433962264151,0.018867924528301886,0.03773584905660377,0,0.16981132075471697,53
123,3MHS_D,3MHS_A,0.011627906976744186,0.12790697674418605,0.0,0.08139534883720931,0.4883720930232558,0.0,0.09302325581395349,0,0.19767441860465115,86
124,3MHS_E,3MHS_B,0.0,0.4,0.0,0.08,0.16,0.04,0.04,0,0.28,25
125,3MHS_A,3MHS_C,0.05263157894736842,0.2736842105263158,0.0,0.12631578947368421,0.12631578947368421,0.010526315789473684,0.14736842105263157,0,0.2631578947368421,95
126,3RKO_F,3RKO_E,0.0,0.7884615384615384,0.0673076923076923,0.038461538461538464,0.0,0.0,0.019230769230769232,0,0.08653846153846154,104
127,3RZO_C,3RZO_L,0.03571428571428571,0.21428571428571427,0.0,0.0,0.4642857142857143,0.0,0.03571428571428571,0,0.25,28
128,3RZO_B,3RZO_K,0.0,0.25,0.0,0.3,0.1,0.0,0.05,0,0.3,20
129,3RZO_C,3RZO_K,0.04395604395604396,0.5824175824175825,0.0,0.06593406593406594,0.12087912087912088,0.0,0.04395604395604396,0,0.14285714285714285,91
130,3RZO_C,3RZO_J,0.037037037037037035,0.18518518518518517,0.0,0.09259259259259259,0.14814814814814814,0.0,0.18518518518518517,0,0.35185185185185186,54
131,4HUQ_T,4HUQ_S,0.0,0.7692307692307693,0.0,0.042735042735042736,0.017094017094017096,0.0,0.03418803418803419,0,0.13675213675213677,117
132,4HUQ_A,4HUQ_T,0.1,0.525,0.0,0.15,0.05,0.0,0.05,0,0.125,40
133,4IIQ_B,4IIQ_A,0.0,0.03636363636363636,0.0,0.045454545454545456,0.44545454545454544,0.0,0.13636363636363635,0,0.33636363636363636,110
134,4P6Z_M,4P6Z_B,0.05851063829787234,0.4308510638297872,0.0,0.07446808510638298,0.13829787234042554,0.010638297872340425,0.10106382978723404,0,0.18617021276595744,188
135,4P6Z_S,4P6Z_G,0.0,0.6693548387096774,0.0,0.08064516129032258,0.10483870967741936,0.0,0.056451612903225805,0,0.08870967741935484,124
136,4P6Z_V,4P6Z_S,0.07692307692307693,0.23076923076923078,0.038461538461538464,0.15384615384615385,0.11538461538461539,0.07692307692307693,0.15384615384615385,0,0.15384615384615385,26
137,4P6Z_M,4P6Z_G,0.14634146341463414,0.2926829268292683,0.0,0.14634146341463414,0.12195121951219512,0.0,0.17073170731707318,0,0.12195121951219512,41
138,4U7U_V,4U7U_M,0.1111111111111111,0.14814814814814814,0.0,0.07407407407407407,0.25925925925925924,0.0,0.14814814814814814,0,0.25925925925925924,27
139,4U7U_V,4U7U_W,0.019417475728155338,0.0970873786407767,0.0,0.11650485436893204,0.2815533980582524,0.009708737864077669,0.24271844660194175,0,0.23300970873786409,103
140,4U7U_E,4U7U_B,0.0,0.1875,0.0,0.0625,0.25,0.0,0.0,0,0.5,16
141,4U7U_P,4U7U_U,0.05263157894736842,0.07017543859649122,0.0,0.017543859649122806,0.38596491228070173,0.05263157894736842,0.12280701754385964,0,0.2982456140350877,57
142,4U7U_A,4U7U_K,0.0,0.15,0.0,0.11666666666666667,0.3333333333333333,0.03333333333333333,0.21666666666666667,0,0.15,60
143,4U7U_A,4U7U_B,0.0,0.875,0.0,0.125,0.0,0.0,0.0,0,0.0,24
144,4UQI_S,4UQI_B,0.0,0.2857142857142857,0.0,0.2857142857142857,0.07142857142857142,0.0,0.14285714285714285,0,0.21428571428571427,28
145,4UQI_M,4UQI_A,0.0,0.4318181818181818,0.0,0.09090909090909091,0.20454545454545456,0.0,0.11363636363636363,0,0.1590909090909091,44
146,4UQI_S,4UQI_A,0.020618556701030927,0.711340206185567,0.0,0.041237113402061855,0.08247422680412371,0.0,0.030927835051546393,0,0.1134020618556701,97
147,1B33_E,1B33_N,0.0,0.46153846153846156,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0,0.23076923076923078,13
148,1SR4_B,1SR4_A,0.06557377049180328,0.0,0.0,0.11475409836065574,0.26229508196721313,0.03278688524590164,0.21311475409836064,0,0.3114754098360656,61
149,1XF6_C,1XF6_A,0.034782608695652174,0.43478260869565216,0.034782608695652174,0.043478260869565216,0.1565217391304348,0.0,0.06956521739130435,0,0.22608695652173913,115
150,1YTZ_I,1YTZ_C,0.0,0.7191011235955056,0.0,0.011235955056179775,0.0,0.0,0.07865168539325842,0,0.19101123595505617,89
151,2BA1_E,2BA1_B,0.018867924528301886,0.1509433962264151,0.0,0.09433962264150944,0.2830188679245283,0.018867924528301886,0.24528301886792453,0,0.18867924528301888,53
152,2D1P_D,2D1P_F,0.06060606060606061,0.48484848484848486,0.0,0.030303030303030304,0.21212121212121213,0.0,0.030303030303030304,0,0.18181818181818182,33
153,2GAG_A,2GAG_C,0.10784313725490197,0.11764705882352941,0.0,0.21568627450980393,0.23529411764705882,0.029411764705882353,0.06862745098039216,0,0.22549019607843138,102
154,2GAG_B,2GAG_D,0.057692307692307696,0.23076923076923078,0.0,0.11538461538461539,0.21153846153846154,0.0,0.09615384615384616,0,0.28846153846153844,52
155,2GAG_A,2GAG_D,0.125,0.22916666666666666,0.0,0.22916666666666666,0.1875,0.0,0.041666666666666664,0,0.1875,48
156,2GAG_D,2GAG_C,0.045454545454545456,0.0,0.0,0.3181818181818182,0.5,0.0,0.0,0,0.13636363636363635,22
157,2J3W_D,2J3W_C,0.058823529411764705,0.35294117647058826,0.0,0.29411764705882354,0.0,0.0,0.058823529411764705,0,0.23529411764705882,17
158,2NUT_A,2NUT_C,0.0,0.0,0.0,0.23529411764705882,0.0,0.058823529411764705,0.11764705882352941,0,0.5882352941176471,17
159,2OI9_A,2OI9_B,0.09523809523809523,0.47619047619047616,0.0,0.09523809523809523,0.0,0.0,0.14285714285714285,0,0.19047619047619047,21
160,2WTK_E,2WTK_D,0.03225806451612903,0.5161290322580645,0.0,0.0967741935483871,0.12903225806451613,0.0,0.06451612903225806,0,0.16129032258064516,62
161,2ZZD_J,2ZZD_L,0.08571428571428572,0.08571428571428572,0.0,0.3,0.3142857142857143,0.0,0.12857142857142856,0,0.08571428571428572,70
162,3BG4_C,3BG4_D,0.037037037037037035,0.0,0.0,0.18518518518518517,0.4074074074074074,0.0,0.07407407407407407,0,0.2962962962962963,27
163,3OJY_A,3OJY_C,0.07272727272727272,0.10909090909090909,0.0,0.07272727272727272,0.4,0.0,0.05454545454545454,0,0.2909090909090909,55
164,3P8C_D,3P8C_F,0.0,0.9325842696629213,0.011235955056179775,0.02247191011235955,0.0,0.0,0.0,0,0.033707865168539325,89
165,3P8C_F,3P8C_B,0.03333333333333333,0.4888888888888889,0.0,0.1111111111111111,0.05555555555555555,0.0,0.022222222222222223,0,0.28888888888888886,90
166,3RLF_F,3RLF_E,0.0,0.36792452830188677,0.009433962264150943,0.2169811320754717,0.05660377358490566,0.018867924528301886,0.16037735849056603,0,0.16981132075471697,106
167,3RLF_G,3RLF_E,0.08163265306122448,0.3877551020408163,0.0,0.12244897959183673,0.04081632653061224,0.02040816326530612,0.14285714285714285,0,0.20408163265306123,49
168,3RLF_A,3RLF_G,0.07547169811320754,0.32075471698113206,0.03773584905660377,0.22641509433962265,0.05660377358490566,0.0,0.05660377358490566,0,0.22641509433962265,53
169,3TQ7_A,3TQ7_Q,0.0,0.21212121212121213,0.0,0.030303030303030304,0.21212121212121213,0.030303030303030304,0.18181818181818182,0,0.3333333333333333,33
170,4F4O_D,4F4O_F,0.0,0.34210526315789475,0.0,0.2894736842105263,0.0,0.02631578947368421,0.21052631578947367,0,0.13157894736842105,38
171,4G91_B,4G91_A,0.045454545454545456,0.6363636363636364,0.0,0.18181818181818182,0.0,0.0,0.0,0,0.13636363636363635,22
172,4LNU_A,4LNU_K,0.02564102564102564,0.5128205128205128,0.07692307692307693,0.20512820512820512,0.0,0.0,0.02564102564102564,0,0.15384615384615385,39
173,5AWF_D,5AWF_B,0.0,0.574468085106383,0.0,0.10638297872340426,0.1276595744680851,0.0,0.0,0,0.19148936170212766,47
174,5BNX_A,5BNX_C,0.029411764705882353,0.3235294117647059,0.0,0.058823529411764705,0.058823529411764705,0.029411764705882353,0.08823529411764706,0,0.4117647058823529,34
175,5BNX_C,5BNX_B,0.0784313725490196,0.43137254901960786,0.0,0.0392156862745098,0.09803921568627451,0.0,0.058823529411764705,0,0.29411764705882354,51
176,5BNX_D,5BNX_B,0.0,0.08,0.0,0.0,0.52,0.0,0.08,0,0.32,25
177,5BNX_A,5BNX_D,0.030303030303030304,0.30303030303030304,0.0,0.15151515151515152,0.42424242424242425,0.0,0.0,0,0.09090909090909091,33
178,5I9E_A,5I9E_E,0.05454545454545454,0.4727272727272727,0.0,0.12727272727272726,0.01818181818181818,0.03636363636363636,0.10909090909090909,0,0.18181818181818182,55
179,5IXI_B,5IXI_A,0.125,0.5,0.041666666666666664,0.041666666666666664,0.0,0.0,0.08333333333333333,0,0.20833333333333334,48
180,5N6Y_A,5N6Y_C,0.04918032786885246,0.5245901639344263,0.03278688524590164,0.04918032786885246,0.06557377049180328,0.0,0.06557377049180328,0,0.21311475409836064,61
181,1KF6_O,1KF6_N,0.046875,0.28125,0.0,0.15625,0.109375,0.015625,0.09375,0,0.296875,64
182,1KF6_M,1KF6_N,0.10743801652892562,0.19834710743801653,0.024793388429752067,0.1652892561983471,0.03305785123966942,0.03305785123966942,0.11570247933884298,0,0.32231404958677684,121
