name,JHparams,lenA,lenB,msa,msaA,msaB,cdhit,dockQ,fnat,iRMS,LRMS,fnonnat,mm,tmA,tmB,long,med,longPPV,medPPV,longA,medA,longPPVA,medPPVA,longB,medB,longPPVB,medPPVB,short,shortPPV,shortA,shortPPVA,shortB,shortPPVB,shortpdb,medpdb,longpdb,avprob,longMODEL,medMODEL,longPPVMODEL,medPPVMODEL,longAMODEL,medAMODEL,longPPVAMODEL,medPPVAMODEL,longBMODEL,medBMODEL,longPPVBMODEL,medPPVBMODEL,shortMODEL,shortPPVMODEL,shortAMODEL,shortPPVAMODEL,shortBMODEL,shortPPVBMODEL,shortpdbMODEL,medpdbMODEL,longpdbMODEL,avprobMODEL,evalue,seqid,hhprob,hhevalue,hhscore,PconsDock,MMdock,shortMCC,medMCC,longMCC,shortF1,medF1,longF1,shortMCCMODEL,medMCCMODEL,longMCCMODEL,shortF1MODEL,medF1MODEL,longF1MODEL,rank,pcd,mmd
1bdj_u1_A-1bdj_u2_A,AF2-smallbsd,129,118,5651,349880,23051,5071,0.038,0.000,12.278,25.767,1.000,0.57134,0.98131,0.98969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.3908,0.55345,2
1bdj_u1_A-1bdj_u2_A,AF2-smallbsd,129,118,5651,349880,23051,5071,0.023,0.000,13.631,34.578,1.000,0.52494,0.98194,0.98757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.2958,0.464314,2
1bdj_u1_A-1bdj_u2_A,AF2-smallbsd,129,118,5651,349880,23051,5071,0.023,0.000,15.007,33.694,1.000,0.53303,0.98131,0.98886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.505,0.611356,2
1bdj_u1_A-1bdj_u2_A,AF2-smallbsd,129,118,5651,349880,23051,5071,0.028,0.000,13.913,30.570,1.000,0.56043,0.97877,0.98893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.5902,0.645954,2
1bdj_u1_A-1bdj_u2_A,AF2-smallbsd,129,118,5651,349880,23051,5071,0.028,0.000,13.844,30.319,1.000,0.55950,0.97890,0.98912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.6122,0.644558,2
1buh_u1_A-1buh_u2_A,AF2-smallbsd,291,72,1177,555226,1820,548,0.014,0.000,17.885,45.594,1.000,0.73948,0.91223,0.95767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,30.000,1.6,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.3412,0.676438,1
1buh_u1_A-1buh_u2_A,AF2-smallbsd,291,72,1177,555226,1820,548,0.014,0.000,17.878,44.209,1.000,0.73934,0.91201,0.95917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,30.000,1.6,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.3552,0.67644,1
1buh_u1_A-1buh_u2_A,AF2-smallbsd,291,72,1177,555226,1820,548,0.388,0.237,3.446,4.676,0.804,0.92497,0.91235,0.95998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,30.000,1.6,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.5892,0.720022,1
1buh_u1_A-1buh_u2_A,AF2-smallbsd,291,72,1177,555226,1820,548,0.353,0.158,3.468,4.977,0.846,0.92172,0.91083,0.95014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,30.000,1.6,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.5742,0.71983,1
1buh_u1_A-1buh_u2_A,AF2-smallbsd,291,72,1177,555226,1820,548,0.369,0.158,3.432,4.414,0.842,0.92617,0.91020,0.93809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,30.000,1.6,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.5666,0.719034,1
1bvn_u1_A-1bvn_u2_A,AF2-smallbsd,496,75,95,52623,123,85,0.021,0.000,14.666,36.511,1.000,0.86619,0.99516,0.94723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,31.250,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.6958,0.77076,2
1bvn_u1_A-1bvn_u2_A,AF2-smallbsd,496,75,95,52623,123,85,0.020,0.000,15.016,37.346,1.000,0.86609,0.99503,0.94651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,31.250,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.629,0.772064,2
1bvn_u1_A-1bvn_u2_A,AF2-smallbsd,496,75,95,52623,123,85,0.064,0.013,10.567,19.440,0.960,0.89779,0.99483,0.94563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,31.250,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.215,0.695928,2
1bvn_u1_A-1bvn_u2_A,AF2-smallbsd,496,75,95,52623,123,85,0.020,0.000,14.863,36.831,1.000,0.86611,0.99505,0.94592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,31.250,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.5736,0.76987,2
1bvn_u1_A-1bvn_u2_A,AF2-smallbsd,496,75,95,52623,123,85,0.019,0.000,15.195,37.974,1.000,0.86614,0.99510,0.94704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,31.250,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.7132,0.770106,2
1cc0_u1_A-1cc0_u2_A,AF2-smallbsd,178,149,1151,319091,2142,499,0.011,0.000,11.705,62.624,1.000,0.53107,0.96168,0.92541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.8706,0.778896,1
1cc0_u1_A-1cc0_u2_A,AF2-smallbsd,178,149,1151,319091,2142,499,0.011,0.000,12.035,63.680,1.000,0.53110,0.96170,0.92559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.8882,0.774712,1
1cc0_u1_A-1cc0_u2_A,AF2-smallbsd,178,149,1151,319091,2142,499,0.012,0.000,11.576,62.028,1.000,0.53099,0.96143,0.92533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.8164,0.766622,1
1cc0_u1_A-1cc0_u2_A,AF2-smallbsd,178,149,1151,319091,2142,499,0.011,0.000,11.952,63.375,1.000,0.53118,0.96193,0.92539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.8914,0.785196,1
1cc0_u1_A-1cc0_u2_A,AF2-smallbsd,178,149,1151,319091,2142,499,0.011,0.000,11.849,62.670,1.000,0.53100,0.96149,0.92530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.848,0.77663,1
1clv_u1_A-1clv_u2_A,AF2-smallbsd,471,33,1,53450,0,1,0.012,0.000,19.479,48.031,1.000,0.93288,0.99620,0.16949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,55.556,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.479,0.777316,0
1clv_u1_A-1clv_u2_A,AF2-smallbsd,471,33,1,53450,0,1,0.009,0.000,22.616,55.393,1.000,0.93263,0.99592,0.18906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,55.556,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.4532,0.775988,0
1clv_u1_A-1clv_u2_A,AF2-smallbsd,471,33,1,53450,0,1,0.011,0.000,20.313,50.117,1.000,0.93240,0.99565,0.16714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,55.556,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.4496,0.7821,0
1clv_u1_A-1clv_u2_A,AF2-smallbsd,471,33,1,53450,0,1,0.011,0.000,20.083,49.388,1.000,0.93225,0.99549,0.18421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,55.556,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.6336,0.78172,0
1clv_u1_A-1clv_u2_A,AF2-smallbsd,471,33,1,53450,0,1,0.010,0.000,21.922,53.759,1.000,0.93232,0.99556,0.17405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,55.556,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.4576,0.77846,0
1dfj_u1_A-1dfj_u2_A,AF2-smallbsd,457,125,4,377296,1273,4,0.042,0.000,10.878,24.695,1.000,0.80340,0.97996,0.97133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,36.364,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.7034,0.758132,1
1dfj_u1_A-1dfj_u2_A,AF2-smallbsd,457,125,4,377296,1273,4,0.041,0.000,10.963,24.937,1.000,0.80627,0.98239,0.97133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,36.364,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.7238,0.759762,1
1dfj_u1_A-1dfj_u2_A,AF2-smallbsd,457,125,4,377296,1273,4,0.614,0.505,1.498,3.756,0.403,0.96956,0.98936,0.97251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,36.364,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.2408,0.657254,1
1dfj_u1_A-1dfj_u2_A,AF2-smallbsd,457,125,4,377296,1273,4,0.040,0.000,11.133,25.234,1.000,0.80337,0.97999,0.97116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,36.364,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.7192,0.760924,1
1dfj_u1_A-1dfj_u2_A,AF2-smallbsd,457,125,4,377296,1273,4,0.038,0.000,11.560,25.850,1.000,0.80339,0.98110,0.97184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,36.364,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.5982,0.75532,1
1eer_u1_A-1eer_u2_A,AF2-smallbsd,208,167,53,209288,322,47,0.413,0.321,3.151,5.126,0.746,0.87503,0.86732,0.77305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,44.444,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.9628,0.792516,1
1eer_u1_A-1eer_u2_A,AF2-smallbsd,208,167,53,209288,322,47,0.408,0.321,3.193,5.283,0.721,0.87345,0.86623,0.77824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,44.444,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.945,0.793276,1
1eer_u1_A-1eer_u2_A,AF2-smallbsd,208,167,53,209288,322,47,0.404,0.302,3.192,5.186,0.738,0.87203,0.86505,0.78085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,44.444,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.951,0.79266,1
1eer_u1_A-1eer_u2_A,AF2-smallbsd,208,167,53,209288,322,47,0.393,0.283,3.212,5.332,0.746,0.87096,0.86792,0.78307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,44.444,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.934,0.792574,1
1eer_u1_A-1eer_u2_A,AF2-smallbsd,208,167,53,209288,322,47,0.414,0.321,3.155,5.067,0.746,0.87714,0.86350,0.78613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,44.444,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.951,0.781214,1
1ewy_u1_A-1ewy_u2_A,AF2-smallbsd,304,99,4396,63406,25024,3917,0.048,0.000,12.757,21.841,1.000,0.77768,0.96482,0.98686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,30.159,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.4664,0.687522,0
1ewy_u1_A-1ewy_u2_A,AF2-smallbsd,304,99,4396,63406,25024,3917,0.048,0.000,13.085,21.810,1.000,0.77599,0.96439,0.98608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,30.159,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.3482,0.667432,0
1ewy_u1_A-1ewy_u2_A,AF2-smallbsd,304,99,4396,63406,25024,3917,0.164,0.094,8.069,11.188,0.880,0.82798,0.96472,0.98622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,30.159,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.4622,0.691,0
1ewy_u1_A-1ewy_u2_A,AF2-smallbsd,304,99,4396,63406,25024,3917,0.050,0.000,12.675,21.510,1.000,0.77940,0.96449,0.98659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,30.159,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.4602,0.69157,0
1ewy_u1_A-1ewy_u2_A,AF2-smallbsd,304,99,4396,63406,25024,3917,0.163,0.094,8.244,11.271,0.880,0.82552,0.96430,0.98586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,30.159,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.4606,0.689832,0
1fle_u1_A-1fle_u2_A,AF2-smallbsd,241,58,319,45351,4702,246,0.056,0.000,14.631,19.564,1.000,0.89483,0.93444,0.54745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.4014,0.681562,1
1fle_u1_A-1fle_u2_A,AF2-smallbsd,241,58,319,45351,4702,246,0.009,0.000,18.515,60.060,1.000,0.75776,0.93468,0.55319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.2126,0.64136,1
1fle_u1_A-1fle_u2_A,AF2-smallbsd,241,58,319,45351,4702,246,0.071,0.000,13.608,16.926,1.000,0.78724,0.93447,0.55924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.2298,0.650476,1
1fle_u1_A-1fle_u2_A,AF2-smallbsd,241,58,319,45351,4702,246,0.055,0.000,14.628,19.832,1.000,0.89667,0.93494,0.54387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04,0.4028,0.682828,1
1fle_u1_A-1fle_u2_A,AF2-smallbsd,241,58,319,45351,4702,246,0.009,0.000,18.040,57.268,1.000,0.18226,0.93366,0.55533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05,0.2112,0.63929,1
1g6v_u1_A-1g6v_u2_A,AF2-smallbsd,258,127,382,8807,236528,283,0.008,0.000,17.229,64.630,1.000,0.66596,0.98989,0.97869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,27.500,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01,0.852,0.7934,1
1g6v_u1_A-1g6v_u2_A,AF2-smallbsd,258,127,382,8807,236528,283,0.008,0.000,17.063,63.516,1.000,0.66598,0.98994,0.97873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,27.500,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02,0.9194,0.794026,1
1g6v_u1_A-1g6v_u2_A,AF2-smallbsd,258,127,382,8807,236528,283,0.008,0.000,16.943,63.511,1.000,0.66584,0.98964,0.97883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,27.500,0.3,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,03,0.9174,0.794142,1
